OMNIvalue,k
40,80.33
30,82.99
27,79.12
25,89.88
29,88.79
24,80.92
21,80.77
19,82.34
24,76.3
118,70.6
71,76.07
71,77.08
75,80.19
38,79.93
33,76.71
59,77.51
211,72.63
57,81.39
22,78.1
31,76.98
53,75.1
47,76.44
51,78.87
36,77.53
59,73.06
328,76.49
275,76.05
267,78.12
495,70.74
477,74.36
388,75.54
265,75.75
118,78.23
84,77.41
157,71.71
289,68.64
379,70.15
623,70.53
717,70.3
452,71.24
536,73.58
573,68.38
744,68.34
669,67.81
622,66.44
746,68.84
281,68.6
415,73.82
127,83.21
90,79.82
55,84.43
61,79.05
51,77.75
45,79.5
48,81.11
45,79.35
31,79.39
40,73.0
38,79.78
40,79.48
31,73.97
462,68.61
729,72.49
237,79.01
284,74.99
626,66.73
362,68.95
118,73.96
59,77.04
37,81.6
41,84.64
42,85.05
49,77.46
150,74.84
140,71.67
62,81.83
48,69.95
35,79.52
53,69.55
126,76.76
130,77.52
53,77.26
443,78.41
795,70.85
814,70.87
376,76.24
124,77.94
44,80.61
70,78.2
141,83.13
203,75.65
136,68.38
143,67.3
447,73.74
335,74.25
123,67.51
65,79.14
41,79.15
38,86.34
43,81.0
151,89.78
334,73.55
257,72.73
63,80.35
63,81.73
91,82.2
148,73.74
148,79.47
79,66.7
120,79.27
49,79.66
57,80.14
27,81.46
51,77.98
91,74.09
52,74.28
42,74.58
39,70.22
41,75.78
34,68.15
34,78.15
26,66.98
37,81.84
64,76.9
97,71.76
112,79.08
148,78.59
83,78.64
82,79.69
26,77.24
25,82.58
26,78.56
20,70.15
26,70.38
25,71.98
22,86.19
33,70.43
85,82.35
39,77.96
412,72.14
450,72.5
234,74.25
106,80.18
34,80.58
33,73.53
27,79.76
26,85.29
30,85.77
26,79.7
23,73.08
26,89.03
33,86.57
28,70.37
21,70.52
92,80.34
59,78.67
39,79.57
89,77.84
79,78.86
39,79.91
34,81.2
33,75.28
27,86.02
31,75.3
41,84.68
38,82.4
45,81.02
161,83.36
421,72.21
646,78.74
310,73.77
712,68.6
643,72.25
538,66.85
225,79.11
675,71.81
508,73.02
360,76.77
200,78.12
410,73.86
427,81.13
441,77.74
418,71.85
523,74.41
491,74.25
650,74.93
522,70.81
462,72.66
434,74.34
589,72.53
544,70.17
676,72.07
446,71.01
301,71.07
398,75.35
570,73.42
254,75.22
288,70.79
406,82.72
403,75.97
441,70.01
282,76.04
450,72.86
404,76.67
347,75.95
307,70.34
489,72.49
458,69.43
275,84.12
93,79.34
128,70.49
51,81.13
44,79.51
47,70.36
93,77.91
409,73.46
631,74.84
216,76.06
42,70.04
46,81.28
33,76.22
30,88.0
139,79.33
227,75.47
435,76.78
365,70.37
387,72.14
143,75.92
200,76.65
42,73.1
46,79.32
166,77.81
203,73.5
139,80.53
164,71.56
129,76.37
85,76.46
122,81.1
169,78.76
71,77.2
37,72.55
131,78.78
180,76.28
114,75.61
50,70.22
115,77.33
72,76.07
65,80.63
42,77.42
36,72.26
21,79.51
43,69.36
84,77.76
78,67.73
51,75.21
52,78.31
52,77.06
43,70.31
107,79.12
99,70.26
191,77.18
201,75.92
91,79.68
41,72.18
44,68.62
54,75.84
139,76.02
111,74.04
179,82.36
39,72.52
43,70.53
47,79.82
33,71.66
55,70.26
71,78.39
33,75.77
33,89.55
31,70.26
34,81.3
30,77.78
30,86.6
22,82.88
17,78.11
20,73.44
19,72.02
43,76.09
35,70.4
35,72.52
42,69.94
101,75.5
160,73.63
73,79.72
29,81.17
27,80.56
28,82.48
29,71.77
31,70.29
45,71.15
68,83.37
105,81.21
59,74.94
314,76.33
146,75.65
57,83.2
34,81.15
30,68.37
33,77.92
23,70.15
24,69.77
31,70.23
34,71.95
44,81.04
29,71.63
27,74.18
21,72.15
39,70.51
75,70.41
148,77.35
169,80.95
164,74.89
132,82.35
131,77.38
323,82.73
94,76.61
61,75.04
47,82.98
224,74.65
384,74.88
463,69.98
218,75.33
31,70.26
36,75.45
36,77.49
49,83.24
42,75.65
38,80.85
38,77.38
33,88.74
28,89.92
24,72.15
25,70.17
25,67.89
24,71.72
37,70.49
34,82.73
154,77.97
498,74.75
578,69.64
500,73.58
574,71.39
279,72.31
107,85.54
171,78.79
245,75.99
261,76.66
93,75.9
29,82.23
30,85.98
49,68.76
28,80.03
26,80.19
16,81.36
18,76.08
35,70.26
33,69.07
30,69.49
26,72.58
17,71.21
26,69.44
22,85.8
17,81.87
21,76.77
32,70.02
23,87.86
43,84.67
44,89.68
34,84.34
30,89.91
48,72.1
73,76.98
334,72.92
150,82.37
252,77.48
321,72.78
49,79.51
39,81.2
42,78.99
71,79.56
192,73.22
146,87.54
70,82.13
34,78.78
31,81.8
30,74.74
33,89.04
26,86.62
22,82.9
18,78.2
30,70.48
27,79.56
28,72.37
43,80.87
67,80.03
54,87.18
27,81.83
18,77.96
30,72.08
27,86.99
28,83.41
33,78.91
533,74.88
541,71.75
360,71.33
230,76.69
240,76.11
370,73.29
437,74.8
504,75.33
327,89.96
82,78.13
55,78.32
159,78.82
402,71.41
454,72.38
374,79.57
39,78.22
35,79.19
29,80.58
50,82.68
110,77.51
147,81.64
145,80.3
87,75.55
83,85.58
312,77.08
206,72.84
153,87.71
146,79.91
226,76.26
168,80.23
360,78.47
187,74.6
135,78.08
73,77.15
126,75.95
109,80.19
55,76.97
34,86.99
29,89.85
29,81.39
39,72.91
42,66.43
57,81.2
80,75.78
49,79.42
37,69.63
34,77.64
43,70.46
49,81.75
56,74.92
78,83.79
34,79.97
24,88.47
29,85.94
28,72.81
53,87.75
51,81.89
74,88.3
36,79.24
32,76.16
45,68.26
42,77.81
45,72.16
42,81.6
39,70.55
37,85.09
43,81.47
70,67.73
55,75.78
29,78.09
35,89.9
30,80.26
24,73.88
30,79.76
26,66.46
56,80.19
332,66.28
333,76.86
88,80.63
86,80.78
241,75.52
299,74.86
234,74.29
68,78.0
87,78.71
124,89.88
126,80.08
288,68.78
85,78.13
541,75.71
737,72.8
32,67.85
30,70.98
16,78.19
23,81.0
64,71.83
116,80.57
97,81.41
40,82.38
38,79.49
23,67.49
21,67.77
20,70.57
32,75.28
27,80.22
26,70.21
23,80.41
32,72.19
59,87.18
27,81.65
43,68.84
35,79.87
33,76.16
54,82.13
43,83.56
42,80.43
38,81.99
204,76.48
38,75.64
73,72.75
32,80.65
67,79.84
212,71.6
261,73.6
109,74.74
28,79.36
30,84.45
34,89.42
36,81.6
52,78.79
66,77.07
129,79.64
31,65.93
84,78.08
153,78.84
191,75.98
142,79.74
125,76.0
285,70.15
170,79.58
132,80.76
82,89.97
184,79.28
239,72.86
315,75.79
190,76.99
123,78.19
172,73.37
308,67.09
741,71.56
422,74.78
182,78.06
222,75.82
129,70.28
75,76.93
231,73.55
537,81.12
648,77.19
537,73.19
166,70.55
377,78.29
831,69.33
902,74.79
699,73.18
598,67.54
407,71.72
594,72.63
401,72.2
736,69.71
749,74.83
360,72.91
463,74.07
522,71.76
675,76.68
610,74.24
435,76.19
521,84.94
547,78.61
168,80.82
197,77.49
490,74.64
486,78.46
424,72.21
398,72.63
507,72.14
468,76.23
553,70.23
680,72.96
260,79.11
327,72.1
176,81.15
302,74.54
271,74.57
213,74.3
319,74.86
514,73.87
471,76.1
436,66.72
323,74.88
592,73.9
803,70.82
591,74.07
642,72.27
546,72.06
493,72.79
315,73.7
194,80.23
105,78.26
90,71.62
77,77.42
252,74.09
349,71.3
100,75.64
36,70.11
61,76.58
57,70.23
66,77.55
59,78.82
52,84.17
86,78.43
387,70.53
100,79.29
144,77.69
142,80.07
60,77.49
56,79.0
73,82.98
205,78.27
291,76.02
144,75.64
75,70.21
83,75.08
137,74.17
87,78.83
63,77.23
141,76.68
50,73.86
57,78.99
48,77.89
74,76.82
55,79.75
94,77.77
76,81.51
38,77.67
45,70.15
47,83.44
42,69.42
35,89.25
43,75.96
46,69.93
37,74.85
35,78.55
47,73.99
130,74.98
113,81.06
124,78.37
91,83.15
64,79.8
87,71.21
195,78.02
166,74.54
172,74.87
84,81.7
38,72.16
33,81.22
31,70.2
46,83.95
91,77.59
90,79.66
19,72.36
29,73.5
142,70.55
69,78.94
51,77.14
86,68.2
101,78.03
72,72.28
50,88.97
55,79.82
39,72.27
45,76.47
37,70.19
32,70.13
40,68.98
53,84.45
82,75.84
34,79.99
33,79.66
39,67.73
51,85.93
59,73.28
35,69.84
30,77.12
39,67.78
38,84.21
40,71.69
35,70.43
31,77.79
51,78.28
35,72.62
28,72.21
44,73.14
43,74.86
42,70.48
37,70.24
31,81.07
62,73.03
39,85.53
33,84.16
38,88.44
50,81.99
52,71.88
57,70.21
46,88.31
38,79.89
50,76.69
71,81.41
148,76.83
269,73.57
87,81.56
52,72.06
142,82.35
474,85.06
1034,73.65
422,76.42
191,89.75
72,87.77
148,89.9
205,75.48
187,72.19
140,74.58
79,82.96
220,76.85
152,76.76
146,80.58
327,75.44
209,77.75
273,87.83
253,78.54
281,75.69
421,73.22
276,72.25
144,77.27
179,83.82
216,86.25
66,79.27
98,79.31
75,78.84
75,84.29
70,83.3
133,70.13
113,79.03
65,70.15
66,71.77
34,70.34
40,76.95
29,80.4
36,82.92
42,79.75
40,72.05
29,72.21
45,77.77
57,79.33
56,87.15
102,80.25
155,76.16
219,72.14
201,75.45
73,84.55
56,80.63
41,79.58
48,70.48
52,77.07
69,80.76
49,81.05
34,80.4
30,79.99
53,80.87
72,79.98
58,89.92
59,74.61
91,89.43
63,87.38
34,83.97
38,79.69
48,69.71
45,80.83
27,69.48
40,70.19
29,72.94
43,89.91
50,79.33
29,68.03
28,74.49
41,85.95
39,74.01
45,88.72
38,89.89
33,71.42
31,89.72
37,76.33
44,88.04
71,73.16
50,80.66
46,72.79
69,78.73
184,77.19
194,80.16
140,74.81
67,89.82
57,76.07
46,85.49
43,85.41
40,77.72
61,71.97
46,75.66
127,69.68
241,75.67
165,72.68
88,80.84
66,78.24
62,84.03
103,76.48
149,76.41
78,80.41
43,84.15
45,85.84
28,68.24
38,79.24
64,70.92
54,74.11
41,84.86
61,84.55
50,82.32
31,86.81
38,81.59
46,89.67
68,89.88
73,81.39
78,79.81
180,73.76
147,86.25
77,80.14
81,69.88
71,76.46
91,77.61
75,79.87
143,78.08
223,77.93
215,89.53
161,78.39
85,76.87
189,76.34
534,77.12
383,82.93
281,75.96
376,72.55
703,72.35
401,75.64
208,83.78
240,83.61
224,87.14
319,79.39
323,84.63
143,74.54
156,89.26
129,87.04
210,83.27
193,80.44
127,76.66
137,83.24
238,76.25
213,79.24
276,79.76
296,87.26
417,78.32
227,75.54
101,85.04
91,87.39
312,69.17
417,72.51
83,71.9
290,74.16
134,82.36
64,82.64
61,75.88
120,70.23
78,88.95
116,76.46
89,82.32
177,70.24
195,77.08
70,84.1
42,69.73
44,72.29
38,82.19
39,71.87
63,85.93
58,85.64
48,84.22
50,81.22
49,78.81
49,87.4
46,84.94
50,79.64
56,78.67
69,71.15
285,75.75
264,77.99
201,70.84
151,85.49
230,89.84
476,77.5
932,73.97
676,77.14
526,85.79
578,85.4
347,81.44
570,71.41
941,69.36
628,74.56
835,74.72
954,74.15
961,70.37
913,81.1
102,81.57
121,88.15
103,84.29
650,73.74
1008,78.1
877,74.48
635,72.24
537,72.53
642,75.03
366,76.98
286,74.17
536,71.51
465,72.12
385,72.8
311,74.23
206,75.41
360,76.91
604,80.5
414,79.8
675,76.71
707,81.26
499,75.37
510,75.47
554,75.36
641,78.1
677,76.37
643,71.25
258,76.11
208,76.4
127,77.68
635,72.13
487,72.68
559,77.69
283,77.36
149,83.8
269,79.02
426,73.74
668,75.03
542,72.55
546,73.28
311,69.59
156,75.02
141,80.65
112,80.89
411,70.81
819,71.39
551,74.67
462,75.6
260,87.14
183,78.13
116,83.74
204,76.92
118,78.94
137,80.22
253,75.43
283,73.99
275,72.39
593,69.51
301,75.72
246,77.92
125,79.97
79,80.64
113,78.58
149,75.58
391,79.65
137,76.79
150,78.41
336,74.79
97,79.87
108,78.24
71,83.96
319,76.9
179,72.29
54,78.41
69,77.18
44,78.57
37,70.26
37,80.04
59,78.74
62,76.84
53,70.22
63,76.98
65,75.0
70,77.31
135,73.26
71,74.96
54,78.41
184,72.5
70,73.92
59,85.52
41,80.78
44,70.14
56,81.08
46,78.94
59,70.0
77,80.31
134,80.92
43,70.89
49,77.54
47,77.09
57,81.46
80,74.48
81,85.48
52,79.38
53,69.31
58,80.22
41,70.12
42,77.89
39,80.35
46,82.71
39,78.78
49,80.26
47,76.27
122,74.06
98,72.2
55,77.1
36,80.95
37,81.07
33,81.15
50,83.05
47,78.62
75,70.1
71,78.1
62,72.24
81,80.67
97,79.06
92,71.77
109,78.34
133,75.71
147,71.16
117,80.13
66,80.21
73,81.56
96,68.29
46,82.81
77,77.68
136,78.91
122,74.59
90,70.11
93,76.17
74,73.6
42,83.17
48,76.37
36,72.58
63,76.07
60,72.03
52,82.47
43,70.08
40,72.16
41,86.69
40,87.4
31,89.5
39,70.11
34,70.1
104,70.17
46,80.54
63,80.91
144,77.45
47,81.29
54,82.56
56,69.54
58,79.92
113,78.53
93,76.91
105,79.56
474,74.9
394,73.03
90,83.73
101,89.27
180,78.48
135,80.02
148,78.49
57,79.07
65,77.39
69,78.61
67,85.95
147,80.76
269,70.78
385,76.31
331,71.2
174,85.76
69,78.49
39,72.15
32,82.32
27,70.54
26,71.34
22,72.23
39,71.42
44,79.01
46,77.65
34,82.91
44,82.63
87,80.06
65,69.7
59,79.37
44,82.86
56,89.96
63,76.87
54,70.24
49,77.83
57,70.43
48,84.49
39,80.38
20,74.9
52,75.23
50,77.86
48,77.18
40,76.22
48,75.03
44,86.25
46,70.09
55,85.22
49,73.19
76,75.37
67,74.18
80,73.87
52,70.57
35,76.65
36,81.62
62,72.1
42,77.89
43,83.07
37,76.65
50,76.62
54,71.5
49,87.59
48,88.64
37,88.36
44,85.81
81,81.86
75,70.55
43,74.4
39,71.24
34,77.03
39,72.19
36,83.88
72,81.15
199,85.01
379,72.29
421,73.63
423,78.29
381,75.11
377,89.92
359,71.31
423,74.77
209,79.05
139,77.9
185,81.97
271,76.76
333,73.21
350,75.69
526,76.64
366,71.51
126,80.4
84,80.41
66,65.68
48,80.86
191,76.51
161,84.25
54,74.76
83,74.61
250,75.82
244,73.66
114,78.11
141,79.61
217,82.48
438,73.48
488,72.96
56,79.11
137,74.2
204,76.15
86,77.16
62,78.99
92,77.97
79,87.51
62,77.31
56,70.1
41,81.11
63,78.09
83,75.94
102,76.07
60,81.27
50,76.72
63,67.18
55,71.81
65,80.66
115,72.27
123,76.34
101,71.56
76,73.17
64,75.49
52,76.05
31,77.84
27,69.43
47,67.58
49,69.29
36,78.66
28,83.07
29,72.13
95,73.55
78,73.88
79,77.55
84,70.27
86,77.85
62,79.72
36,80.71
31,74.23
122,69.93
127,78.25
59,76.71
68,82.59
101,84.05
191,70.21
334,74.05
415,71.66
192,89.97
153,78.02
63,77.22
67,83.67
45,82.06
132,84.5
599,76.13
631,71.86
586,74.9
361,73.0
107,81.53
132,81.22
164,74.38
167,87.72
391,76.32
622,71.36
404,78.14
340,77.88
222,83.65
192,78.88
412,88.08
239,72.68
179,79.91
242,75.91
260,71.17
141,83.89
77,73.83
159,74.6
65,82.23
50,70.11
39,83.54
45,75.55
41,70.19
38,86.92
68,70.4
75,79.63
138,76.36
125,81.48
328,75.79
53,75.35
381,73.03
216,80.97
41,81.74
77,85.0
139,83.37
307,73.81
257,72.35
131,78.75
86,81.85
65,76.54
57,69.89
100,77.91
72,81.96
64,71.62
386,72.29
207,80.4
95,81.56
103,67.86
70,76.09
59,76.27
52,83.62
45,82.02
40,76.07
45,87.58
66,87.46
69,74.01
61,82.48
65,78.61
61,76.86
51,85.45
69,70.3
126,72.36
156,84.21
262,72.37
79,81.78
58,70.14
55,70.6
54,85.18
123,86.69
164,78.04
174,80.21
130,78.27
48,76.61
55,66.39
105,73.89
203,76.09
74,84.74
59,75.88
36,89.93
32,83.36
36,72.16
35,85.33
63,82.33
47,81.05
47,71.93
93,77.69
70,76.52
38,83.09
43,76.75
27,89.15
35,78.46
37,70.8
45,71.04
34,85.71
39,72.03
70,70.5
92,79.61
283,78.26
365,73.81
437,74.17
407,76.14
121,77.74
303,88.93
358,76.21
116,89.96
78,88.85
230,72.17
385,87.78
639,70.83
420,80.21
590,76.4
290,73.02
716,74.84
220,83.14
122,79.18
102,78.52
85,70.21
87,77.52
71,76.33
53,83.12
46,75.96
159,89.74
356,72.67
267,88.08
236,80.3
276,75.68
501,80.95
471,75.33
390,75.4
42,80.62
35,81.57
113,80.93
169,80.96
147,80.9
112,78.11
155,83.27
181,73.96
169,71.66
113,71.79
230,85.45
230,84.66
125,77.44
194,75.83
42,69.7
180,75.59
116,80.56
148,83.0
162,79.46
263,80.48
272,71.11
151,74.27
155,74.48
187,86.49
118,70.38
108,76.37
124,68.71
147,76.57
33,72.19
37,80.81
65,84.14
123,81.72
237,74.7
215,74.63
125,74.18
78,77.97
73,74.68
63,74.97
76,74.06
43,86.32
34,70.32
194,76.94
58,80.01
37,84.02
40,68.27
50,79.35
50,79.17
89,89.51
58,77.06
82,74.63
61,77.36
39,70.04
96,79.87
168,78.28
120,72.17
51,73.56
48,71.35
43,71.05
43,83.56
93,80.88
267,82.32
62,79.31
43,79.05
46,82.93
49,87.08
119,78.13
182,74.13
215,73.14
64,81.31
161,83.08
45,86.72
61,82.16
83,78.21
51,77.62
55,76.72
63,75.94
81,76.24
137,87.43
125,70.49
125,80.3
51,79.52
90,71.45
50,72.6
78,84.04
53,83.3
56,86.14
104,87.4
288,84.75
442,76.6
258,79.36
115,77.81
63,83.28
396,72.23
48,80.18
47,74.32
40,79.42
41,74.64
40,84.48
38,79.38
74,78.99
127,77.9
67,81.52
35,81.55
43,85.44
57,76.18
54,89.87
55,72.39
75,75.7
75,84.02
55,85.46
58,75.14
78,78.92
44,80.56
46,79.6
77,82.62
48,82.48
55,70.17
46,84.31
54,85.42
36,86.66
44,71.43
46,72.14
49,70.45
53,72.07
51,76.75
103,70.23
78,81.76
277,73.87
503,72.09
604,76.12
436,74.95
162,80.62
93,81.02
83,77.87
134,82.55
345,74.39
223,71.68
184,78.47
339,67.95
431,73.68
296,79.29
177,82.54
389,72.51
409,72.4
381,74.28
441,80.41
351,75.78
308,78.0
132,73.88
56,79.26
59,77.73
38,86.74
51,81.64
74,68.06
157,74.33
220,77.55
97,70.47
71,79.2
80,81.11
55,76.37
47,77.7
47,76.05
61,74.99
76,77.09
46,77.65
60,75.37
92,76.72
82,78.94
53,67.6
191,72.8
132,76.04
147,74.72
95,77.5
138,78.96
262,76.93
163,78.37
163,77.21
162,75.21
133,76.49
105,76.02
73,77.82
134,76.68
320,76.99
293,79.68
66,74.3
69,79.72
46,80.16
40,82.11
58,80.17
166,80.44
143,79.69
110,77.66
44,76.08
59,90.0
103,76.26
163,70.29
133,76.88
196,73.9
209,83.75
176,76.64
116,77.13
85,77.52
83,80.82
94,77.03
64,80.26
60,78.12
83,74.95
126,75.18
100,73.04
60,67.03
63,76.88
52,78.11
40,88.1
35,82.51
66,76.21
102,75.82
40,82.45
33,72.29
49,70.16
45,83.45
45,81.66
62,89.9
132,75.12
342,70.39
507,72.81
206,77.75
160,65.44
51,71.28
57,78.09
95,79.58
172,74.28
105,82.12
122,81.96
122,84.56
110,81.7
100,84.05
108,72.72
74,82.98
58,69.19
51,78.45
30,79.44
57,69.63
30,68.92
24,70.5
32,69.24
45,71.97
44,87.43
36,80.02
30,89.05
42,89.5
43,89.3
48,71.79
40,83.54
28,70.22
834,71.85
827,76.45
904,74.25
911,83.05
909,67.47
695,76.07
353,74.6
888,67.98
899,89.96
593,75.24
217,82.56
296,84.02
388,79.21
152,84.56
133,78.09
240,77.67
92,80.4
41,81.85
44,86.13
76,85.34
119,73.93
66,82.93
58,82.14
56,84.65
71,87.87
64,76.9
51,88.11
45,84.81
63,76.79
72,80.98
46,79.53
63,74.58
42,73.34
56,83.32
42,75.35
49,89.87
36,76.35
41,82.4
46,70.23
48,79.99
53,78.46
61,73.37
38,80.17
36,80.87
35,77.06
45,71.67
49,71.31
39,78.79
35,70.4
30,70.22
40,82.01
35,72.4
42,70.47
55,75.89
36,82.68
40,76.53
36,70.22
42,77.56
35,72.3
45,71.78
50,82.29
32,82.54
39,77.47
196,72.11
591,73.57
697,69.26
654,75.94
558,71.24
308,75.71
157,84.02
218,77.92
353,84.23
208,79.64
103,81.18
86,82.38
84,73.82
278,73.51
586,69.94
433,86.75
295,78.24
724,67.73
600,73.19
371,71.96
131,73.23
188,80.45
53,76.31
61,80.63
93,77.22
69,82.07
81,86.2
118,70.23
238,89.96
313,71.05
103,70.26
62,81.09
73,70.68
50,80.19
190,65.99
52,81.67
46,73.37
43,76.8
38,66.64
61,79.97
52,76.3
24,79.96
22,78.42
30,72.41
37,78.8
29,71.22
30,81.1
40,73.72
73,74.76
31,81.47
25,76.09
46,71.8
88,77.0
36,77.7
60,77.81
67,74.85
53,87.8
43,71.77
33,84.55
34,80.36
41,80.51
53,82.09
118,73.03
82,82.55
58,76.08
47,88.65
24,83.85
31,80.96
40,89.75
43,83.37
39,70.28
43,78.76
53,70.4
90,69.94
59,81.48
53,75.01
45,72.19
34,88.4
31,79.55
39,78.4
34,80.69
34,80.19
36,70.2
37,69.5
45,73.37
65,80.26
61,71.73
114,81.06
246,76.7
346,72.41
197,84.58
279,78.45
136,81.47
166,82.35
213,75.04
243,85.94
344,78.46
159,67.54
324,72.4
323,76.6
324,78.99
178,76.4
99,70.23
56,83.49
38,78.92
33,67.92
34,71.6
34,80.04
45,79.64
40,79.43
38,82.53
94,68.74
89,77.14
40,83.53
35,81.6
148,82.06
65,72.01
63,87.43
57,84.28
35,70.17
49,87.28
54,77.09
48,87.05
63,80.47
138,86.74
144,77.61
327,73.36
258,76.54
290,79.11
320,76.22
82,81.29
163,82.77
100,80.09
101,78.67
98,78.68
166,77.86
251,78.41
298,81.68
210,76.05
430,74.05
52,75.81
50,70.42
71,73.07
48,72.08
212,75.2
251,79.21
196,77.05
78,82.96
118,77.35
52,81.14
41,70.26
51,82.35
57,82.67
51,81.63
23,79.7
173,80.02
111,74.6
158,77.64
177,82.55
72,81.01
38,70.27
34,74.17
32,72.09
43,79.72
37,70.07
52,84.04
74,81.15
152,78.54
608,72.61
286,76.54
261,76.38
117,80.26
215,75.92
213,78.99
235,81.78
375,73.13
265,79.1
252,77.56
186,68.58
172,78.92
222,74.87
343,76.66
27,79.6
72,81.0
45,70.35
85,79.61
254,79.17
288,73.26
298,76.92
230,81.48
150,77.57
72,79.06
67,70.06
46,82.01
38,82.58
37,83.6
51,80.07
60,68.4
76,78.93
81,73.41
151,79.51
139,77.06
61,77.5
88,78.84
31,81.88
33,70.23
33,82.77
43,69.14
49,77.37
63,70.47
42,78.35
27,69.61
30,82.06
35,72.35
32,70.64
49,68.43
24,76.84
41,70.46
34,75.76
41,70.25
47,77.33
35,79.87
24,83.4
16,82.56
11,77.46
35,71.44
33,71.69
37,70.48
29,84.0
27,70.53
39,70.56
50,72.37
45,70.5
53,77.19
45,70.21
39,72.22
39,76.2
48,86.77
60,83.09
49,75.57
84,80.62
140,76.65
192,78.8
207,79.11
211,87.06
450,77.62
237,78.2
148,82.29
346,76.2
766,89.31
786,75.64
319,83.6
711,75.76
333,75.18
358,77.2
445,72.34
373,73.52
301,83.03
170,81.95
337,80.14
454,75.21
240,76.27
192,72.45
293,74.62
317,75.14
417,75.15
187,73.99
59,80.19
35,76.38
65,76.55
92,79.41
95,70.27
56,78.89
37,82.57
44,77.05
58,81.65
66,70.2
64,76.99
67,72.21
78,75.14
107,72.48
86,74.03
53,77.62
40,71.85
75,74.38
48,71.5
66,74.51
71,81.93
53,84.04
40,70.11
40,85.55
47,78.62
45,83.72
35,81.98
38,72.09
351,75.32
416,74.44
427,82.39
583,71.54
496,76.34
337,76.18
626,71.61
481,76.22
224,76.13
131,79.17
162,76.34
243,72.84
276,75.75
476,78.45
165,75.97
169,73.35
244,75.25
370,76.62
213,78.3
245,84.92
443,76.67
457,70.08
491,71.02
416,73.91
180,89.88
188,81.0
192,72.11
295,81.65
84,80.2
265,67.38
475,71.68
155,75.42
47,77.01
36,82.29
61,81.31
124,81.47
149,74.16
75,81.05
57,67.7
28,83.31
33,79.11
30,82.45
26,82.06
43,68.84
48,68.37
41,69.66
27,68.73
38,74.53
45,74.87
43,71.16
43,83.53
20,78.27
69,78.54
63,79.34
47,73.82
121,83.25
80,78.67
39,87.07
42,82.59
54,70.11
48,76.8
62,77.65
34,71.24
31,84.06
82,72.01
128,81.72
279,79.01
281,66.76
60,69.57
268,78.85
201,74.89
236,76.68
96,72.27
53,80.88
130,76.23
238,82.63
54,78.47
87,89.97
125,74.28
100,70.63
91,78.42
108,76.64
167,80.94
286,71.03
353,70.11
160,73.89
66,80.18
63,80.04
49,84.72
37,79.92
36,80.87
38,70.16
106,88.89
138,79.63
168,76.85
127,72.96
90,77.96
85,85.61
73,81.92
99,79.81
61,74.57
64,68.07
53,77.58
38,77.02
40,81.77
33,72.06
29,67.9
40,83.45
27,73.04
41,88.64
57,80.52
70,70.12
57,75.33
48,76.69
49,81.55
82,77.93
98,69.12
39,79.87
43,72.22
31,71.88
24,70.5
27,70.59
38,84.53
55,71.72
58,83.34
42,70.48
31,72.08
27,71.9
26,81.57
46,70.36
40,70.46
47,70.15
49,80.93
94,81.08
200,78.46
106,75.74
32,73.07
37,78.63
40,87.85
35,89.89
35,82.23
35,71.3
33,85.94
30,78.38
17,76.79
36,77.8
28,77.6
17,70.38
18,73.88
17,87.75
21,71.61
31,78.53
38,85.75
47,70.19
49,70.36
50,72.11
55,86.38
167,75.7
104,79.7
109,79.07
39,78.68
110,83.97
53,78.23
117,87.4
91,81.81
40,70.13
38,81.99
43,78.54
41,89.13
32,80.18
36,79.19
238,76.76
187,76.55
137,72.96
265,79.05
231,71.59
192,73.08
81,82.23
64,76.89
38,80.44
32,86.36
26,80.91
22,71.9
20,83.61
16,71.32
53,80.38
132,77.74
55,82.99
56,80.71
38,77.33
23,89.12
24,75.34
33,76.31
37,80.62
35,71.56
33,87.51
31,71.24
27,80.27
36,67.75
33,72.4
26,89.98
27,89.63
19,70.32
15,87.83
20,70.45
157,78.42
77,67.75
77,66.76
52,73.14
88,76.96
589,77.75
384,78.04
138,77.67
65,77.7
139,74.15
138,88.65
120,81.16
260,72.34
162,89.75
97,76.14
36,66.82
71,83.38
120,75.16
139,81.03
166,74.93
87,72.83
67,79.42
81,81.54
123,78.92
177,85.38
211,75.56
382,77.57
203,89.86
90,75.77
65,89.85
208,83.91
181,73.58
108,85.53
83,80.98
92,81.58
153,76.15
59,75.01
63,79.55
48,82.42
35,76.35
39,88.06
44,75.62
137,89.75
569,75.72
517,87.86
283,88.67
456,74.03
628,78.48
617,73.27
215,76.93
208,81.57
28,80.34
66,82.98
109,82.39
104,72.12
55,70.39
71,78.29
159,86.36
31,68.19
46,70.86
49,70.6
65,70.29
90,73.7
49,78.2
40,80.25
39,75.32
79,72.73
43,74.75
80,79.96
92,75.49
74,78.32
202,78.36
102,73.41
50,69.95
44,70.51
68,76.12
114,76.4
40,80.87
45,75.58
43,67.87
62,70.12
82,76.66
47,70.24
49,78.37
61,83.6
46,80.68
161,79.55
178,74.53
126,83.0
114,86.65
72,72.29
59,67.73
54,76.92
71,89.94
91,82.51
127,73.78
227,69.83
241,71.96
180,84.11
188,73.14
549,71.92
188,78.25
63,82.51
45,72.12
47,86.25
143,71.76
167,76.71
186,79.74
168,89.95
189,78.54
396,72.13
348,84.86
537,72.25
529,71.72
545,80.44
357,75.51
455,69.75
716,74.76
382,77.82
240,74.5
196,78.41
321,75.24
175,74.13
484,79.96
650,73.29
