OMNIvalue,k
220,76.1
238,73.26
139,75.4
156,79.49
221,67.63
49,73.75
302,77.4
400,75.18
279,72.52
156,74.89
403,76.31
351,88.36
132,72.34
34,72.29
32,70.18
196,88.42
239,71.6
96,78.77
139,77.88
54,76.21
81,72.59
51,76.72
22,81.3
58,77.08
39,77.34
63,79.8
107,85.98
230,69.71
249,82.08
212,76.97
280,76.29
401,73.91
316,72.15
126,76.13
116,83.04
89,81.43
107,73.95
257,79.5
97,72.19
60,70.44
92,75.57
203,77.21
108,77.93
341,77.69
77,73.76
399,70.54
352,74.11
45,82.35
172,80.45
413,72.52
569,87.39
660,89.49
596,72.98
326,75.59
185,75.4
243,82.57
615,86.79
531,74.95
641,70.44
665,78.42
275,73.54
108,77.77
138,76.51
333,71.63
114,83.45
106,69.61
105,83.06
314,82.24
134,78.27
49,80.15
43,77.29
35,79.95
23,83.04
37,81.33
107,68.36
112,68.65
78,79.61
26,78.83
30,69.63
243,75.1
195,78.36
92,78.35
146,87.24
69,77.35
17,78.88
15,84.14
18,72.17
70,70.68
49,79.95
35,78.66
41,79.54
22,72.08
20,80.02
31,84.53
33,78.95
32,79.97
30,81.51
29,87.84
12,78.73
37,75.33
41,77.65
48,82.06
63,80.42
95,77.32
64,76.14
32,84.37
34,77.8
35,75.4
37,76.19
33,88.14
24,85.06
24,70.59
57,78.35
67,79.19
129,74.87
73,78.96
47,80.67
104,88.37
79,77.45
45,77.49
44,73.61
45,74.7
45,77.68
31,79.68
95,77.63
56,68.72
60,80.16
20,70.71
25,85.07
26,75.48
26,76.01
35,69.88
36,83.16
33,70.21
29,80.98
21,82.08
20,77.06
40,71.23
35,80.39
27,70.29
34,72.52
33,80.89
33,72.11
34,70.01
38,71.43
34,78.87
28,82.62
20,77.75
40,76.32
36,79.94
42,70.43
74,77.74
80,71.23
29,79.9
30,80.02
39,83.11
34,85.8
46,80.95
68,79.93
60,77.42
36,80.7
59,79.74
29,70.5
29,80.5
23,70.54
15,71.76
37,85.18
21,78.72
36,85.19
64,82.63
37,67.99
52,89.08
44,78.24
41,81.95
44,78.42
64,64.78
28,83.21
26,69.15
27,74.17
35,81.15
18,83.0
39,81.12
26,68.68
22,81.58
24,85.34
24,70.26
20,87.52
23,84.13
29,79.83
40,70.42
72,79.53
108,79.2
67,79.98
27,72.19
16,80.42
11,75.92
31,84.84
46,70.23
41,82.45
54,72.06
84,78.93
57,72.27
18,71.91
67,78.18
48,80.26
157,78.14
52,70.3
64,79.95
28,76.96
14,88.63
21,83.75
34,83.91
33,80.71
27,79.27
27,88.15
28,85.09
41,79.98
27,71.08
93,72.74
29,78.39
60,81.57
46,79.99
19,85.36
16,82.82
17,83.57
22,80.89
29,70.96
30,89.86
22,85.55
23,81.61
150,78.72
89,81.03
82,82.46
224,84.88
240,77.42
160,75.59
571,82.3
689,71.52
560,72.35
127,76.88
150,74.19
467,79.22
387,74.23
160,77.11
56,81.54
79,80.49
200,77.74
57,70.29
44,80.51
148,77.93
178,89.63
125,77.56
143,80.41
232,78.35
216,73.29
135,86.4
215,77.28
72,77.68
75,80.2
143,78.33
147,77.14
308,72.24
251,77.46
105,76.42
64,81.91
178,77.23
400,71.0
178,89.13
66,79.84
64,86.8
321,78.5
247,70.19
252,72.68
123,73.79
331,71.3
368,77.98
231,76.97
86,72.09
55,80.51
73,79.39
115,85.21
35,76.57
43,79.83
65,83.09
103,76.51
249,75.79
527,73.32
200,73.41
329,83.65
144,78.31
93,80.99
341,79.04
249,78.84
140,72.64
103,73.66
157,79.45
104,81.5
46,73.2
47,79.26
49,76.17
89,70.28
57,73.06
140,78.38
343,73.43
161,77.3
46,72.47
35,77.49
53,80.74
39,80.21
39,70.28
46,82.2
93,70.24
54,78.69
28,77.73
82,70.0
155,70.98
45,70.2
51,71.89
45,80.1
175,73.66
43,73.88
59,70.58
21,72.92
17,68.32
28,73.1
20,76.33
37,70.15
40,70.3
26,79.1
18,71.46
15,85.11
20,81.08
16,75.86
30,71.57
37,71.77
39,70.47
29,79.92
97,82.19
709,73.62
581,73.6
103,87.76
161,77.53
362,74.39
241,71.09
225,70.42
358,79.86
601,72.31
636,72.26
584,68.68
586,71.63
365,73.21
59,66.02
89,81.08
40,79.74
63,84.89
124,84.52
224,76.82
181,78.87
464,71.98
559,80.06
460,71.31
809,74.25
376,70.43
692,72.97
471,76.28
522,68.9
706,71.89
675,73.24
651,70.72
408,72.94
671,72.95
503,72.38
476,73.8
235,74.17
376,76.28
400,80.55
326,73.4
407,68.87
478,73.85
326,72.49
171,79.62
516,74.78
396,74.01
329,71.92
296,70.93
655,78.09
602,70.95
243,75.64
332,73.04
234,73.8
73,70.32
83,79.95
87,70.21
148,76.18
107,73.47
175,73.82
148,77.1
125,70.1
40,78.94
64,70.39
41,80.24
67,83.14
127,75.03
360,73.89
368,74.53
448,75.84
127,70.3
78,72.27
117,74.87
195,72.31
100,76.0
32,70.08
32,82.44
27,78.39
60,70.34
87,79.35
68,76.36
63,75.16
153,77.33
81,74.22
39,80.63
67,73.4
74,78.62
90,76.37
37,70.12
22,70.04
27,74.64
46,70.04
40,79.91
44,70.27
93,78.41
451,71.8
194,84.14
54,79.88
352,72.63
136,71.66
526,73.16
541,72.98
146,83.86
101,72.35
194,81.24
96,73.85
59,70.0
307,76.2
346,70.2
275,70.5
229,73.85
325,73.99
543,71.19
449,75.34
356,73.85
193,74.42
244,71.57
435,72.5
185,75.08
159,79.5
248,75.14
89,75.55
26,83.15
23,80.27
17,88.16
24,80.32
58,81.09
35,70.37
92,68.38
239,74.58
222,74.23
165,85.34
154,77.68
100,73.67
68,79.11
68,76.71
50,70.19
24,83.38
20,70.52
20,72.19
17,81.2
22,81.62
142,70.27
267,73.99
333,76.74
199,80.59
164,74.78
85,79.87
34,76.63
29,82.71
27,84.64
34,89.89
29,79.18
75,70.43
45,79.62
32,67.73
52,79.29
150,75.27
33,68.58
21,87.74
24,79.44
27,70.06
15,80.42
18,77.0
20,82.84
15,76.77
12,69.99
11,82.62
15,77.93
21,73.64
33,73.23
34,72.69
19,71.63
18,71.9
18,76.02
28,76.95
30,73.5
17,75.12
26,73.97
104,71.42
52,81.59
97,79.14
35,81.83
26,82.61
15,79.57
14,77.24
13,80.8
12,76.1
11,79.78
11,87.17
13,70.16
16,83.65
18,79.25
74,73.83
41,77.03
95,79.02
145,76.47
89,80.3
63,78.88
30,89.09
19,79.66
17,80.31
13,81.94
11,81.08
12,70.67
13,71.0
11,84.15
11,79.91
17,74.85
10,72.76
35,70.46
32,71.95
36,72.25
23,88.88
21,89.98
21,78.38
25,81.9
21,76.36
17,87.87
11,71.95
10,81.16
13,80.52
18,72.0
18,75.4
31,75.83
74,70.4
109,80.2
43,82.01
29,79.79
40,84.59
72,70.85
40,88.64
44,82.87
63,76.65
137,80.25
203,77.89
89,88.16
20,83.04
14,81.1
12,72.39
10,72.72
17,72.96
25,75.06
56,79.51
62,81.56
53,82.21
18,83.55
20,80.13
20,79.14
21,84.67
21,79.27
20,89.85
18,72.12
23,74.43
72,79.61
15,81.62
236,72.68
302,74.77
364,72.69
378,74.23
282,77.46
138,79.62
37,82.9
56,80.9
56,84.22
28,77.51
19,82.42
25,84.49
25,82.39
24,86.72
21,69.56
18,86.0
108,82.12
122,77.31
14,73.22
30,70.54
90,78.11
40,77.13
35,79.0
32,79.43
68,87.73
34,74.84
19,78.19
25,78.45
28,70.21
18,83.26
14,79.43
11,81.59
9,70.57
9,80.66
12,77.96
13,73.71
95,73.3
43,81.45
46,78.52
143,81.02
377,72.86
286,72.66
151,76.82
48,74.76
39,89.94
27,69.42
14,89.15
11,83.56
14,82.27
36,81.4
38,80.2
27,70.42
24,83.46
34,73.2
18,86.38
18,84.58
14,75.43
15,89.93
16,81.86
15,89.33
12,87.19
14,70.5
387,73.72
610,72.06
368,67.22
288,72.46
315,73.64
116,85.11
48,80.33
65,88.2
105,77.93
138,80.02
275,78.04
192,75.01
51,77.47
30,75.25
51,85.66
38,74.71
30,70.87
14,70.51
28,80.36
35,85.7
39,79.8
19,78.57
23,82.19
63,75.06
63,88.71
37,72.3
53,74.1
50,77.22
39,73.08
21,81.63
30,71.78
32,70.2
29,84.19
32,80.05
22,79.34
20,89.53
72,70.44
326,80.49
407,69.52
152,75.52
124,89.89
282,71.87
210,74.1
248,76.87
356,73.06
86,82.12
76,77.35
193,73.93
86,79.13
79,87.2
19,84.39
26,89.37
55,79.43
183,89.92
187,76.92
109,80.06
94,86.88
35,73.64
24,83.26
30,77.6
22,72.05
48,81.77
173,77.81
38,86.84
23,81.05
31,89.16
111,81.09
169,77.14
41,89.31
15,79.86
15,87.23
17,82.48
16,70.32
18,70.47
16,71.85
22,76.23
60,73.36
138,82.65
335,74.01
538,86.44
386,71.16
327,79.1
731,87.01
1004,68.75
907,89.48
577,74.09
398,82.85
268,84.27
198,73.52
195,76.34
214,71.31
196,75.88
448,77.89
577,70.97
642,86.01
434,88.73
274,79.07
164,89.91
336,72.55
302,89.64
120,78.08
126,71.51
290,73.5
236,74.4
131,75.94
190,76.27
141,79.92
622,69.82
303,74.33
224,71.49
145,73.83
251,88.48
215,72.97
423,89.86
263,75.47
167,73.95
44,79.22
106,79.6
110,82.42
162,74.02
183,74.37
231,75.5
331,72.86
96,85.14
61,76.48
150,88.2
227,80.45
401,77.75
274,78.99
171,71.56
56,88.44
32,85.67
32,79.14
41,77.47
124,76.16
332,74.18
370,73.46
333,74.22
252,84.66
286,72.04
313,89.63
291,77.02
376,89.91
745,70.13
729,88.72
762,78.57
383,72.61
75,81.64
124,82.14
158,78.42
475,72.31
214,73.39
175,77.11
228,84.18
151,80.26
70,81.21
171,89.53
316,72.99
103,89.95
60,88.95
75,74.25
39,86.5
33,75.07
64,78.63
77,77.48
75,76.85
125,73.96
134,83.71
151,76.04
175,80.65
124,71.78
125,89.37
37,89.92
66,76.71
29,74.16
31,86.85
40,83.25
81,79.07
147,74.5
26,77.98
16,73.83
73,75.97
56,81.28
34,80.18
28,86.83
51,83.92
98,89.18
161,89.94
77,73.34
41,82.52
31,80.17
23,77.56
35,82.65
37,75.24
28,80.99
13,83.15
12,77.74
167,82.61
19,86.42
29,83.44
15,79.03
14,87.01
17,79.11
13,89.47
12,87.58
12,81.18
14,89.35
14,78.18
12,81.25
28,77.28
53,74.44
53,72.93
74,77.26
180,75.44
30,77.73
23,79.61
21,89.63
14,77.64
17,77.05
13,80.35
14,78.57
11,78.82
24,77.52
13,79.88
8,74.97
74,76.85
109,77.27
109,76.58
109,88.48
89,82.92
67,74.65
237,79.31
262,71.72
143,75.11
126,89.66
141,85.2
64,87.88
23,81.19
15,80.06
36,80.53
121,79.27
62,88.2
27,79.18
20,76.65
14,81.61
9,89.91
8,88.47
12,85.65
11,80.02
8,85.12
13,73.02
87,80.44
51,81.53
22,87.88
8,86.08
11,83.97
16,76.66
20,76.31
68,79.44
55,81.1
29,79.32
22,80.58
12,86.47
10,76.35
10,86.03
10,70.42
9,82.14
14,77.32
18,71.29
30,73.3
42,70.8
54,80.65
25,84.4
19,70.23
13,86.12
16,89.99
25,89.63
25,86.85
27,78.01
19,83.25
18,86.44
22,77.97
38,73.04
20,83.24
34,76.86
98,74.26
119,76.42
39,82.56
28,89.34
13,89.93
19,84.43
19,89.16
32,80.54
64,83.18
19,79.2
11,74.07
143,82.7
88,86.45
92,80.24
144,80.6
68,80.75
21,80.7
18,87.56
18,80.43
16,80.39
18,87.2
21,79.58
17,75.95
57,86.04
26,82.94
14,81.49
14,84.67
13,89.87
13,79.88
16,77.31
16,82.06
18,76.17
18,84.18
18,79.91
15,77.35
14,78.88
11,88.49
16,89.85
42,88.87
113,89.93
75,83.68
25,86.17
29,82.69
37,78.62
85,84.5
116,74.26
380,80.53
30,72.33
158,74.05
192,76.64
67,81.62
41,79.53
97,85.78
113,86.02
183,73.72
108,80.72
127,85.65
176,81.78
238,76.03
220,74.06
195,76.04
143,73.42
145,73.49
442,71.84
167,78.18
146,87.89
375,74.32
74,79.94
56,89.86
31,81.53
31,89.87
37,83.94
59,85.6
54,77.31
44,75.6
66,74.7
105,77.15
149,73.36
173,72.23
118,77.19
107,76.58
49,76.96
132,83.3
204,73.43
185,72.31
138,71.93
168,77.64
93,83.7
131,76.67
142,73.18
119,71.03
146,77.27
51,74.55
62,75.4
97,71.27
81,72.66
437,84.57
218,82.56
44,79.61
188,72.95
110,76.33
47,71.97
167,73.99
117,72.29
26,80.88
23,75.82
20,72.22
70,78.57
65,75.32
26,84.23
28,86.76
46,84.08
76,87.56
125,84.19
36,79.88
23,74.83
175,68.78
666,75.99
539,71.27
408,78.9
1068,76.37
872,71.58
799,72.18
1230,89.86
897,76.3
794,83.02
723,72.85
683,76.84
358,85.17
449,83.29
352,75.73
161,75.96
272,73.21
461,69.23
491,70.43
199,76.13
116,76.36
57,88.22
241,76.3
91,79.35
50,73.81
31,74.65
39,79.45
115,78.3
66,84.69
69,81.03
271,76.18
487,72.23
653,79.92
731,73.27
605,88.71
333,76.77
320,82.13
522,77.57
171,76.19
171,76.57
87,84.19
317,71.6
218,75.19
71,75.88
103,89.95
124,71.75
109,75.01
59,74.01
132,80.29
126,73.46
135,75.77
224,75.76
48,74.84
301,73.77
408,71.64
333,87.22
180,76.7
629,89.36
423,73.26
351,89.92
430,73.2
452,70.69
188,86.86
63,76.29
83,82.25
196,75.81
193,75.21
162,74.01
391,73.73
229,75.3
135,86.84
58,77.02
450,89.15
459,73.58
260,70.76
147,89.33
80,72.77
52,87.24
155,73.47
354,72.31
200,73.32
213,74.33
403,74.16
89,77.9
94,89.96
100,76.7
101,72.8
67,75.73
108,83.8
116,74.72
32,70.43
21,70.56
25,79.18
70,78.82
82,76.56
160,79.01
41,74.93
71,89.92
53,75.32
73,75.26
59,79.25
73,74.27
91,74.0
84,80.04
153,76.74
19,74.7
73,75.55
158,74.51
274,75.56
374,74.21
170,74.27
295,89.87
145,73.08
50,75.93
34,88.18
31,74.93
32,85.17
57,76.58
31,78.27
60,77.92
51,85.16
161,75.9
352,88.21
175,72.83
149,71.8
86,80.96
26,78.28
28,88.45
19,76.2
20,85.63
33,84.59
20,84.83
17,73.12
56,72.04
181,76.8
125,84.69
64,78.89
25,87.91
40,81.93
32,78.46
64,89.88
63,76.5
32,88.7
27,77.99
32,79.28
31,78.19
61,72.99
35,73.22
66,74.11
84,77.65
21,84.22
14,87.59
15,89.52
11,79.24
7,89.96
7,86.62
8,77.89
6,86.46
4,79.05
8,80.86
6,70.43
6,82.16
7,77.04
11,83.75
74,78.06
64,89.36
28,78.66
11,79.02
10,89.14
14,74.95
12,86.85
7,77.26
8,80.95
6,72.11
10,77.69
11,73.6
18,83.28
23,80.2
38,86.85
25,79.26
7,89.2
8,89.99
4,89.32
6,87.22
4,83.73
5,70.15
9,70.57
7,78.39
7,72.88
54,75.79
108,77.39
207,86.45
92,78.29
25,79.86
28,89.88
16,81.33
11,89.49
9,84.65
7,78.24
8,84.22
10,78.95
30,74.38
55,82.03
119,73.34
67,79.09
9,74.52
6,79.31
22,86.02
83,82.96
82,76.39
34,79.21
15,80.62
15,89.63
12,86.12
13,81.71
10,84.71
10,87.56
8,72.04
7,84.19
8,79.79
9,75.92
23,70.55
11,85.62
15,88.5
7,85.85
8,89.86
9,81.15
16,88.18
26,73.21
22,85.17
10,78.06
17,73.02
42,71.97
19,85.15
12,88.22
13,82.81
11,89.82
10,88.44
14,79.98
12,85.63
13,88.18
10,72.23
9,81.07
13,75.58
28,84.7
21,79.64
16,87.9
17,85.33
16,89.9
9,88.71
8,89.86
11,79.58
12,80.73
16,70.4
18,79.91
13,84.24
19,87.58
102,75.96
286,73.02
231,73.88
167,89.91
355,77.09
207,73.1
58,86.46
20,82.65
18,86.04
21,72.01
19,82.17
119,72.82
143,74.71
292,83.75
290,75.09
60,87.22
36,84.6
28,89.38
37,84.9
26,89.87
50,86.05
186,80.16
216,86.86
527,72.49
387,86.44
336,80.92
131,73.06
361,74.43
82,83.27
314,77.07
351,86.86
159,82.48
317,89.18
350,89.94
231,71.59
204,89.32
210,77.66
332,87.21
272,81.48
55,76.12
151,78.07
156,73.5
156,77.08
256,78.27
382,72.43
182,82.78
55,76.84
47,77.97
30,88.97
36,78.12
36,76.23
29,76.58
53,78.67
77,73.54
147,72.92
82,75.51
87,75.35
100,75.85
39,77.64
42,81.68
57,89.82
36,82.05
61,89.63
110,77.54
31,77.48
22,70.47
23,70.88
35,78.6
26,78.18
15,78.51
73,77.25
61,79.41
43,74.44
36,75.62
21,79.56
19,79.08
57,78.18
62,78.08
47,77.03
34,89.83
15,88.45
18,70.37
20,70.46
21,81.05
22,77.97
16,84.69
94,77.73
73,77.91
65,83.83
41,75.27
26,89.86
23,75.46
45,83.43
177,72.97
120,73.06
25,84.36
12,81.61
10,81.65
262,73.44
754,74.84
464,77.55
702,67.35
256,74.37
312,76.49
571,73.46
631,73.36
318,75.7
207,77.05
218,80.5
88,74.7
171,77.62
240,75.19
473,71.97
375,79.15
183,75.86
367,72.6
344,72.83
253,72.96
560,71.72
642,70.94
363,73.82
366,71.96
362,69.26
380,70.25
496,89.91
334,89.63
188,81.62
176,72.43
323,72.94
279,83.04
209,71.78
121,82.67
74,77.36
131,75.02
198,72.91
144,75.4
37,77.19
45,79.98
132,89.3
109,80.11
76,75.01
118,72.54
81,73.92
63,75.21
225,74.54
59,78.11
233,72.29
165,74.94
230,73.45
133,74.74
530,76.73
611,71.41
425,84.37
424,74.24
250,72.6
136,73.35
167,77.94
139,81.68
192,74.16
260,82.94
366,77.08
96,77.59
103,86.03
192,73.7
408,77.51
233,71.54
307,70.1
179,89.62
386,78.36
161,73.68
45,73.25
18,71.3
14,71.66
17,84.2
335,71.7
267,72.81
66,71.74
217,78.6
296,89.87
264,73.9
272,82.21
355,73.4
242,75.32
37,85.17
88,74.36
131,77.65
118,75.42
29,71.24
155,75.63
364,85.18
182,74.29
149,88.23
96,75.33
97,81.4
85,75.22
48,73.82
68,78.49
52,76.02
145,85.6
54,76.33
19,85.16
22,81.01
34,75.05
37,71.82
80,84.72
78,79.89
87,87.91
74,76.21
55,82.5
24,78.17
12,84.4
9,88.71
25,76.71
15,77.36
14,85.62
95,84.22
89,79.16
17,89.54
10,89.91
12,88.94
14,86.45
16,83.73
18,80.6
16,86.05
18,82.19
22,78.09
56,79.66
141,78.88
56,84.4
26,89.38
21,79.7
19,89.88
14,89.62
10,89.96
11,83.07
11,88.96
15,70.99
21,83.52
18,82.69
75,77.27
165,77.19
140,86.86
46,83.91
38,89.17
23,80.74
21,84.37
32,82.52
30,84.98
19,87.2
36,80.51
42,80.28
14,81.22
27,83.2
14,79.96
12,86.48
12,88.98
13,89.97
10,89.29
10,89.46
12,70.57
12,85.41
13,83.67
10,78.72
49,80.07
91,79.55
21,86.03
19,88.77
20,80.14
18,89.91
17,89.08
13,89.62
10,80.83
12,79.87
19,84.69
21,85.51
22,78.55
28,79.5
60,80.09
69,79.55
18,80.04
30,78.03
57,89.86
65,75.93
15,81.54
15,88.17
17,81.86
14,85.17
13,80.75
15,84.69
14,80.27
40,74.44
29,79.18
14,85.17
26,70.9
36,78.6
48,83.92
150,88.63
54,75.89
63,74.22
71,72.95
83,73.64
73,86.29
51,78.38
89,84.72
34,78.94
28,78.71
34,83.46
33,78.71
20,80.27
16,78.49
13,88.65
13,77.92
12,79.66
10,80.61
8,79.62
10,70.32
33,70.76
69,84.17
25,78.93
21,83.31
19,89.48
18,80.49
21,84.92
18,77.85
19,77.18
11,80.89
14,78.9
6,85.99
7,82.18
6,76.43
11,72.01
7,81.55
9,87.17
13,89.3
14,89.86
14,83.42
13,79.19
10,86.78
13,77.84
9,82.82
8,86.4
9,72.19
61,82.52
19,72.17
15,86.8
12,71.78
15,89.12
16,70.43
19,80.3
18,80.54
13,79.08
13,82.04
12,83.24
12,71.03
15,80.77
16,70.56
52,77.96
302,68.31
626,73.89
123,78.5
504,75.57
688,69.73
518,73.43
131,89.92
79,78.77
129,89.43
440,77.76
462,71.86
437,74.31
464,69.18
228,72.63
134,76.9
352,72.44
171,72.51
130,74.23
133,79.51
362,70.44
428,81.02
385,70.8
554,72.95
294,68.42
321,82.96
284,80.43
243,73.99
502,76.89
402,71.71
249,75.04
200,83.48
412,73.41
441,71.12
475,72.55
211,71.93
64,82.01
55,76.72
57,79.47
26,89.64
39,77.94
43,78.36
45,75.08
90,80.18
193,75.65
87,77.61
55,80.3
71,74.18
380,71.14
196,75.2
161,85.12
41,81.99
90,70.51
111,83.15
312,79.69
512,89.72
537,70.75
272,71.01
190,78.2
262,73.65
208,72.81
296,74.51
129,84.65
121,76.29
53,87.85
39,79.49
87,80.68
70,73.31
62,75.64
52,73.94
38,80.49
38,73.59
50,76.91
47,76.19
187,84.17
91,87.54
52,76.23
81,77.52
66,76.03
26,89.82
36,78.91
21,76.73
24,86.39
32,76.92
29,78.1
38,71.73
121,75.35
126,80.88
18,80.77
11,79.96
18,80.16
39,89.86
60,72.93
71,72.5
22,86.77
17,86.4
11,70.89
8,77.01
212,71.25
250,78.45
72,80.62
33,81.83
280,74.95
763,70.79
740,71.91
287,75.1
80,79.14
64,78.69
47,83.35
111,81.47
206,77.92
292,78.63
267,74.16
131,71.58
197,79.54
498,86.42
489,83.17
258,71.8
368,79.09
343,70.45
435,77.15
235,78.83
129,72.4
83,79.05
83,79.46
110,78.96
188,70.08
293,73.63
808,80.51
275,74.4
136,74.53
58,81.42
180,76.8
260,89.87
412,82.59
241,89.55
294,76.01
337,70.49
206,73.61
182,76.34
281,76.7
141,77.63
191,75.93
314,73.73
182,75.21
145,71.74
294,77.91
56,76.8
73,77.84
21,79.29
35,81.44
29,82.11
72,85.1
76,78.43
185,77.07
243,74.01
175,77.11
389,73.66
426,74.15
313,82.0
266,88.15
167,82.3
193,70.97
128,74.24
97,79.54
119,88.36
91,89.72
231,85.55
222,73.11
183,85.1
66,75.44
307,78.32
394,84.65
416,81.54
327,87.84
201,76.06
118,83.78
97,83.46
39,83.57
78,88.64
116,89.77
102,74.68
207,76.01
183,75.77
152,76.11
259,84.18
301,75.36
572,73.16
211,74.29
221,89.91
250,72.66
157,70.39
73,73.21
49,82.94
110,74.42
69,70.57
32,80.32
27,76.03
59,68.23
534,73.19
376,78.75
255,74.07
273,73.54
289,89.28
572,77.41
358,89.94
223,89.53
159,77.28
77,74.59
121,77.22
125,73.84
61,86.41
44,73.71
138,73.56
188,81.59
48,86.8
84,82.49
39,89.13
19,84.69
15,87.0
39,85.13
84,78.08
121,87.15
101,72.36
44,81.26
32,83.15
22,77.71
54,77.38
166,77.57
60,79.35
99,80.15
197,76.91
214,75.41
117,72.25
60,89.84
25,77.29
45,80.89
46,75.69
41,82.66
53,78.21
9,81.09
17,85.99
22,80.48
20,72.44
19,77.77
32,89.02
17,89.56
19,82.94
10,79.11
12,78.82
14,83.41
17,80.2
26,79.96
59,80.33
63,82.16
99,75.91
66,81.33
42,85.09
41,79.14
54,78.84
44,78.84
29,87.83
22,82.79
26,80.34
31,80.22
130,75.73
196,73.38
260,76.09
141,76.47
132,85.11
244,80.7
235,78.44
64,80.13
27,80.79
68,79.73
41,85.54
22,72.8
23,84.81
36,79.28
234,72.18
47,84.65
43,70.56
44,87.86
58,81.67
25,88.28
32,78.82
66,79.86
315,88.62
251,72.91
129,76.41
81,74.12
187,78.82
72,79.81
191,76.91
181,84.18
162,75.94
74,80.53
147,77.07
31,78.1
15,85.32
19,79.98
16,80.85
27,82.2
20,71.06
35,72.17
127,79.4
86,80.64
68,79.96
68,77.73
72,80.45
59,80.76
168,74.2
115,73.41
67,77.57
74,78.74
268,75.99
147,78.85
89,86.79
22,83.98
20,89.1
15,89.89
28,79.49
87,75.43
46,81.55
24,87.14
36,83.92
86,83.72
39,78.87
24,70.12
92,77.64
147,73.32
52,81.51
21,86.42
80,79.54
74,79.25
36,77.26
16,72.61
12,89.39
13,81.28
13,81.53
15,83.66
24,78.51
38,79.42
10,89.03
16,78.28
21,70.65
24,88.45
25,70.46
75,89.8
127,84.32
473,73.28
188,71.93
107,77.43
411,85.09
426,72.54
447,76.88
392,72.61
272,74.32
305,77.75
75,75.91
72,79.01
109,80.33
111,76.72
632,71.72
914,70.27
478,88.37
275,77.08
493,85.55
683,67.36
585,72.15
218,80.96
241,72.62
233,74.04
620,73.01
319,87.87
71,74.32
142,76.98
105,77.27
346,88.61
132,76.09
315,71.59
305,80.91
289,74.06
393,72.45
531,71.08
366,70.63
115,80.98
96,77.73
446,79.3
211,76.91
113,89.88
319,78.27
199,77.41
137,80.29
244,76.93
286,71.16
152,74.78
265,76.36
147,71.53
101,77.74
48,87.17
136,89.32
105,89.85
60,82.49
62,81.48
89,82.9
68,74.19
48,77.23
24,82.92
115,81.0
80,86.8
76,75.66
178,89.12
146,73.38
154,79.08
96,73.82
44,80.92
42,78.14
29,81.46
26,83.15
19,77.62
21,82.8
25,78.27
68,86.42
50,79.88
132,76.25
177,89.94
108,78.06
301,89.41
299,75.15
327,73.12
344,73.83
244,76.11
275,73.03
16,72.94
17,74.95
24,78.71
23,86.0
29,82.95
32,82.34
213,89.84
301,73.91
41,89.53
31,83.53
26,88.3
24,84.63
32,71.43
100,75.8
124,84.16
33,70.92
24,85.56
31,79.37
28,88.42
46,79.12
46,89.78
59,89.63
122,75.43
155,88.09
153,79.94
172,75.18
28,74.86
27,71.75
109,77.06
203,72.85
283,88.17
96,72.99
47,80.09
33,85.09
37,79.76
71,88.38
61,78.44
95,85.55
62,78.61
49,72.21
32,70.25
907,84.65
355,73.68
142,87.84
692,85.27
993,74.56
516,89.86
487,78.61
302,78.09
173,82.65
358,77.65
261,78.94
298,75.3
450,81.06
683,75.01
436,70.72
334,72.07
561,76.63
520,84.18
248,77.0
190,72.13
107,89.46
192,75.32
486,89.84
178,82.72
37,80.05
53,86.38
50,78.1
125,82.52
195,78.19
364,70.66
551,82.25
411,68.09
349,87.18
708,72.41
484,89.3
246,80.95
281,75.93
106,82.86
184,79.6
173,86.76
126,76.89
59,82.88
104,78.65
139,70.56
218,86.81
621,73.49
140,89.15
137,89.94
449,74.37
480,89.24
327,70.66
88,87.14
83,77.2
48,70.48
115,75.65
79,75.45
469,74.92
234,86.41
51,88.94
50,72.36
86,89.84
57,79.6
73,89.38
401,89.83
721,68.26
195,84.14
38,78.08
36,70.92
114,78.53
627,71.53
359,81.74
270,78.63
384,72.87
100,77.54
262,72.85
244,77.46
146,76.56
59,77.51
90,76.26
54,84.63
45,70.7
48,71.53
329,70.06
193,85.57
129,76.68
50,89.79
52,89.63
202,78.21
166,88.1
30,85.1
27,87.83
27,84.65
26,80.24
153,85.12
73,88.14
43,89.71
31,70.47
20,72.55
27,79.82
19,88.38
20,89.74
25,85.55
34,88.14
37,85.12
28,80.98
725,74.71
488,84.66
464,78.61
672,87.85
391,85.26
368,77.44
109,75.3
127,80.73
249,88.63
429,85.96
425,73.82
396,80.46
625,85.56
663,71.43
351,72.16
416,74.38
328,70.94
223,89.47
227,89.85
447,84.5
372,73.13
330,86.38
45,82.49
28,85.99
52,78.82
155,82.33
31,87.18
144,89.28
25,89.87
20,70.4
22,83.73
21,86.77
21,88.9
25,82.83
23,86.41
282,82.95
476,79.72
415,86.8
195,83.56
260,73.17
132,89.88
97,76.94
121,89.21
79,79.41
62,87.14
43,80.13
38,70.49
36,70.4
30,83.16
32,71.81
24,77.72
110,75.14
30,79.13
146,86.41
172,88.92
57,77.72
39,77.3
23,87.48
26,84.15
29,72.22
26,83.66
30,70.63
29,78.61
77,78.23
45,73.87
130,75.0
58,88.0
33,75.36
61,82.62
135,76.07
55,84.63
71,75.67
38,72.06
26,79.47
33,85.57
67,88.43
32,80.26
37,88.1
23,79.68
62,74.73
32,87.84
29,72.02
29,70.18
